,year,jxid,doi_iso,doi_us,toi_iso,region,province,municipality,barangay,sitio,GC2013,GC2013M,LON,LAT,utmgrid,category,operation,incident,rebel_group,affil_class,initiated,firefight_mins,govtkia,govtwia,rebelkia,rebelwia,captured,apprehended,surrendered,civkilled,civwounded,civtarget,grudge,internal_inc,hpfagain,lpfagain,hpfalost,lpfalost,division,brigade,battalion,elite,special_forces,scout_rangers,sot,regular,local,chdf,caa,cvo,intel,recon,marines,mech,police,govtsize,cmdrank,rebelsize,armsgain,armslost,totcas,govtcas,rebelcas,civcas,lethalinc,capprehend,rebel_attack,govtinc,rebelinc,jxid.1,journal_extract,uid,cn,alt_id,jnmbr
53856,2010,2010-VEXV,'2010-01-03,'01/03/2010,.,AUTONOMOUS REGION IN MUSLIM MINDANAO,LANAO DEL SUR,BINIDAYAN,TIMBANGAN,.,P153605033,M3605,124.15227,7.77999,.,.,APPREHENSION,APPREHENSION,CIVILIAN,INTERNAL,GOVERNMENT,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,.,.,.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,PLATOON,1LT,0,1,0,0,0,0,0,0,1,0,0,0,2010-VEXV,"On 261700 Jan 2010, 1LT MUAMMAR A SALI (INF) PA, CO, ACoy, 51IB  with appropriate escort apprehended a certain Askani M Naga, 20 yrs old, married and a Brgy Councilor of Brgy Timbangan, Binidayan, LDS.  Said Brgy Councilor was apprehended at the vicinity of Brgy Timbangan, Binidayan, Lanao Del Sur and had no proper documents to support his carrying of one (1) Cal .38 revolver pistol",2010-01-010,.,FSRR_2010_83,7379
53857,2010,2010-9G6P,'2010-01-03,'01/03/2010,'21:40,AUTONOMOUS REGION IN MUSLIM MINDANAO,MAGUINDANAO,SHARIFF AGUAK,POBLACION,.,P153808034,M3808,124.46871,6.86866,.,.,ENCOUNTER,ENCOUNTER,"LE, OC/SG",CRIMINAL,GOVERNMENT,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,PLATOON,2LT,15,0,0,0,0,0,0,0,0,0,0,0,2010-9G6P,"On 032140 Jan 2010, one (1) squad, BCoy, 46IB uner 2LT DATUGAN PA encountered MOL ten (10) armed men at vicinity 51N XH 594589) of the back of Petron Gas Station, Poblacion, Shariff Aguak, Maguindanao.  Firefight lasted for about five (5) minutes afterwhich said armed men scampered and withdrew.  No casualty was reportedAt about 2150H same day, one (1) squad under SSg Urbiztondo encountered same group at same vicinity.  No casualty was reported",2010-01-008,.,FSRR_2010_105,7110
53858,2010,2010-2FSB,'2010-01-03,'01/03/2010,'23:39,AUTONOMOUS REGION IN MUSLIM MINDANAO,MAGUINDANAO,SHARIFF AGUAK,POBLACION,.,P153808034,M3808,124.46871,6.86866,.,.,ENCOUNTER,ENCOUNTER,"LE, OC/SG",CRIMINAL,GOVERNMENT,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,.,1,0,1,0,0,0,0,0,0,0,0,0,0,0,TEAM/SQUAD,CPL,5,0,0,0,0,0,0,0,0,0,0,0,2010-2FSB,"On 032340 Jan 2010, a SR team of 9SRC led by Cpl Bediones PA encountered more or less five (5) armed men, believed to be PAG members while conducting reconnaissance patrol at the back of  Provincial Capitol (51N XH 6102558046), Poblacion, Shariff Aguak, Maguindanao.  A brief firefight ensued, afterwhich the enemy withdrew towards South.  No casualty was reported.",2010-01-009,.,FSRR_2010_106,7134
53859,2010,2010-4P7P,'2010-01-03,'01/03/2010,'19:40,ZAMBOANGA PENINSULA,ZAMBOANGA DEL SUR,MOLAVE,LOWER DIMALINAO,.,P097319016,M7319,123.50207,8.12272,51PWJ 54879733,ISO,HARASSMENT,HARASSMENT,NPA,COMMUNIST,ENEMY,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1ID,.,05IB (Cadre),0,0,0,0,0,1,0,0,0,0,0,0,0,0,SECTION,SGT,10,0,0,0,0,0,0,0,0,1,0,0,2010-4P7P,"On 031940 Jan 2010, the 7th MO CAAC under the Command and Supervision of BCoy, 5IB based at vicinity 51PWJ 54879733, Bgy Dimalinao, Molave, Zamboanga del Sur was harassed by MOL ten (10) fully armed men believed to be CTs under unknown leader using assorted HPFAs.  The enemy was positioned at an estimated distance of 50 to 70 away NE of the detachment. Firefight lasted for about ten (10) minutes afterwhich, the enemy withdrew towards Sitio Suhe, Bgy Dalaon of same municipality and Bgy Pelucuban, Tambulig, Zamboanga del Sur.  No casualty was reported.",2010-01-007,2010-1-0006,FSRR_2010_08,7113
53860,2010,2010-UQ9Y,'2010-01-04,'01/04/2010,'22:35,BICOL,ALBAY,OAS,MARAMBA,.,P050512030,M0512,123.30765,13.1213,51P 316513,ISO,ENCOUNTER,ENCOUNTER,NPA,COMMUNIST,GOVERNMENT,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9ID,.,22IB (Cadre),0,0,0,0,1,0,0,0,0,0,0,0,0,0,SECTION,,5,0,0,0,0,0,0,0,0,0,0,0,2010-UQ9Y,"On 04 Jan 2010, combined elements of BCoy, 22IB led by Sgt Antonio L Tuy PA and one (1) squad of BCoy, 2IB led by Cpl Lolito F Manga PA while on combat patrol, encountered more or less five (5) CTs at vicinity 51P 316513, Brgy Maramba, Oas, Albay. Firefight lasted for about three (3) minutes, afterwhich, the enemy withdrew towards the direction of Sitio Kawayan of the same barangay. No casualty was reported",2010-01-015,2010-1-0011,FSRR_2010_10,7123
53861,2010,2010-DSML,'2010-01-04,'01/04/2010,'22:30,SOCCSKSARGEN,COTABATO,CARMEN,NASAPIAN,.,P124702027,M4702,124.76751,7.17449,.,.,COMBAT,ENCOUNTER,NPA,COMMUNIST,GOVERNMENT,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,SECTION,SGT,0,0,0,0,0,0,0,0,0,0,0,0,2010-DSML,"On 042230 Jan 2010, encounter occurred between the group of Commander Cedumar of 15th Counsel, BAF, MNLF and the group of Commander Pangal of 110th BC, BIAF, MILF at the boundary of Sitio Baybay, Brgy Nasapian, Carmen, Cotabato and Brgy Kilangan, Pagalungan, Maguindanao. Firefight lasted for about ten (10) minutes with no casualty reported on both sides.",2010-01-014,.,FSRR_2010_108,7115
53862,2010,2010-NK9X,'2010-01-04,'01/04/2010,'06:00,CALABARZON,QUEZON,INFANTA,MAGSAYSAY,.,P045620028,M5620,121.599,14.69765,.,.,HARASSMENT,HARASSMENT,NPA,COMMUNIST,ENEMY,10.0,0,3,0,0,0,0,0,0,2,0,0,0,1,0,1,0,.,.,.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,SECTION,SGT,50,1,1,5,3,0,2,1,0,1,0,0,2010-NK9X,"On 040600 Jan 2010, OOA040600H JAN 10, 1-SQD OF A/COY,16IB LED BY SSG CARLITO P LETADO PA WHILE SECURING FLAGSHIP PROJ AT VIC SO  KALAW, BRGY MAGASAYSAY, INFANTA, QUEZON WAS HARASSED BY MOL 50 CTS OF RYG, NQ 7 KLG 53. FIREFIGHT LASTED FOR 10 MINS W/C RESULTED TO THE WIA'S OF 3 EP & LOST 1-M16 RIFLE, 1-HARRIS RDO MANPAC, 1-GP HAND HELD RDO, 4-BANDOLEERS FOR M16 RIFLE, 9-CBT PACKS, 4-AMMO FOR K3 SAW & CELL PHONES",2010-01-011,.,FSRR_2010_11,SLCOC 20
53863,2010,2010-XNAD,'2010-01-04,'01/04/2010,'06:00,CALABARZON,QUEZON,INFANTA,MAGSAYSAY,.,P045620028,M5620,121.599,14.69765,.,ISO,HARASSMENT,HARASSMENT,NPA,COMMUNIST,ENEMY,0.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2ID,.,16IB,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10,SGT,50,0,0,2,0,0,2,1,0,1,0,0,2010-XNAD,"Progress report to Journal item # 7114 dtd 05 Jan 10, re harassment (not encounter as previously reported) of TPB of one (1) squad of ACoy, 16IB, 2ID, PA under SSg Carlito P Pletado PA by MOL 50 CTs of KLG 53 while securing the Flagship Project at vicinity Sitio Kalaw, Brgy Magsaysay, Infantra, Quezon on 040600 Jan 2010.",2010-01-013,2010-1-0009,FSRR_2010_13,7118
53864,2010,2010-2LGA,'2010-01-04,'01/04/2010,'06:00,CALABARZON,QUEZON,REAL,TAGUMPAY,.,P045638018,M5638,121.55253,14.57522,.,ISO,ENCOUNTER,ENCOUNTER,NPA,COMMUNIST,GOVERNMENT,10.0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2ID,202BDE,16IB,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10,SGT,50,1,1,3,3,0,0,1,0,0,0,0,2010-2LGA,"On 040600 Jan 2010, one (1) squad of ACoy, 16IB under SSg Pletado PA encountered MOL fifty (50) CTs believed to be members of KLG 53 at Sitio Kalaw, Bgy Magsaysay, Infanta, Quezon.  Firefight lasted for about ten (10) minutes, afterwhich the enemy withdrew towards vicinity Bgy Tagumpay, Real, Quezon.",2010-01-012,2010-1-0007,FSRR_2010_09,7114
53865,2010,2010-9WMR,'2010-01-05,'01/05/2010,'11:00,CAGAYAN VALLEY,ISABELA,JONES,.,.,P023115000,M3115,121.70342,16.55789,.,ISO,SURRENDER,SURRENDER,NPA,COMMUNIST,GOVERNMENT,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5ID,502BDE,.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,2010-9WMR,"On 05 Jan 2010, joint elements of 52MICO, 5MIB, 502Bde, 45IB, 54IB, all of 5ID, PA effected the surrender without FA of Avelino Corpuz @ Allan/Sugar (OBL # M10), and member of Squad Charry, Pltn Gani, Central Front, KH-HSL, operating within Jessa Complex at 502Bde main Camp, Brgy Balabal, Jones, Isabela.",2010-01-017,2010-1-0014,FSRR_2010_110,7129
53866,2010,2010-D5LD,'2010-01-05,'01/05/2010,'13:00,CORDILLERA,KALINGA,CITY OF TABUK,BANTAY,.,P143213007,M3213,121.35587,17.43304,.,ISO,SURRENDER,SURRENDER,NPA,COMMUNIST,GOVERNMENT,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5ID,501BDE,21IB,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,2010-D5LD,"On 05 Jan 2010, CT Roland Linang @ Samson (NOBL), a regular member of KLG Medina, ICRC voluntarily surrendered without firearm to the intel operatives of 21IB at Bn Advance CP Camp Brig Bantay, Tabuk, Kalinga.",2010-01-018,2010-1-0013,FSRR_2010_12,7125
53867,2010,2010-CJKP,'2010-01-05,'01/05/2010,'06:00,CORDILLERA,KALINGA,CITY OF TABUK,BANTAY,.,P143213007,M3213,121.35587,17.43304,.,ISO,SURRENDER,SURRENDER,NPA,COMMUNIST,GOVERNMENT,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5ID,501BDE,21IB,0,0,0,0,1,0,0,0,0,0,0,0,0,0,SECTION,SGT,0,0,0,0,0,0,0,0,0,0,0,0,2010-CJKP,"On 05 Jan 2010, CTL Fernandez Ba-Aw Sabawil @ Jet/Bruce/Salpac, Intel Officer of Kometeng Rehiyon-Hilagang Silangan Luzon (KR-HSL), CO of Field Operation Command (FOC) KR-SHL, CO, SECOM and North Fast Committee, Northern Front, KR-HSL and OBL # M19 (Watch list KLG Baggas, ICRC) and resident of Sitio Mallongan, Western Uma, Lubuangan, Kalinga voluntarily surrendered without firearm at Bn Advance Command Post of 21IB at Brgy Bantay,k Tabu, Kalinga.  The surrender was made possible thru the effort of intel section of 21IB, SPOT 2-4, MIG2, ISAFP and NICA RO2 .",2010-01-016,2010-1-0010,FSRR_2010_109,7120
53868,2010,2010-B2QV,'2010-01-06,'01/06/2010,'12:07,CAGAYAN VALLEY,CAGAYAN,GONZAGA,TAPEL,.,P021514025,M1514,122.03504,18.29327,51Q UA 9770222814,ISO,SURRENDER,RECOVERY,NPA,COMMUNIST,GOVERNMENT,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,5ID,501BDE,17IB,0,0,0,0,1,0,0,0,0,0,0,0,0,0,BATTALION,LTC,1,2,0,0,0,0,0,0,0,0,0,0,2010-B2QV,"On 061207 Jan 2010, joint elements of 17IB led by LTC LAURENCE E MINA INF (GSC) PA, MIG2 led by MAJ SIMANGAN PA and 21IB led by SSg Julian A Banan PA unearthed two (2) HPFAs at vicinity Sitio Lacub (51Q UA 9770222814), Bgy Tapel, Gonzaga, Cagayan.",2010-01-020,2010-1-0015,FSRR_2010_14,7136
53869,2010,2010-A4XE,'2010-01-06,'01/06/2010,'08:00,CALABARZON,QUEZON,CANDELARIA,MASIN NORTE,.,P045608016,M5608,121.41133,13.93855,.,ISO,SURRENDER,SURRENDER,NPA,COMMUNIST,GOVERNMENT,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2ID,.,1SFBn,1,1,0,0,0,0,0,0,0,0,0,0,0,0,SECTION,SGT,1,0,0,0,0,0,0,0,0,0,0,0,2010-A4XE,"On 06 Jan 2010, a certain Rodel Beluang of Brgy Masin Norte, Candelaria, Quezon, surrendered one (1) delapidated 40mm ammunition, M118 CAN 87L-022 and one (1) delapidated fragmentation grenade to the intelligence operatives of 1SFBn at said place.",2010-01-019,2010-1-0017,FSRR_2010_111,7146
53870,2010,2010-LH7M,'2010-01-06,'01/06/2010,'19:30,ZAMBOANGA PENINSULA,ZAMBOANGA DEL NORTE,BACUNGAN,BACUNGAN (POB.),.,P097226001,M7226,122.93292,8.14057,.,ISO,SURRENDER,SURRENDER,CIVILIAN,INTERNAL,GOVERNMENT,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1ID,101BDE,10IB,0,0,0,0,1,0,0,0,0,0,0,0,0,0,BATTALION,SGT,1,0,0,0,0,0,0,0,0,0,0,0,2010-LH7M,"On 06 Jan 2010, OB Listed Pastor Fernando Bayon, UCCP Director, Economical Movement for Justice and Peace, Zamboanga Del Norte Chapter, a Human Rights Group (Middle Forces Sector) in the CPP-NPA-NDF echelon surrendered at HQ 10IB, Brgy Poblacion, Leon B Postigo, Zamboanga Del Norte.",2010-01-021,2010-1-0018,FSRR_2010_112,7149
